DateTime,Level,Location,Message,Details
01/03/2022 06:56:22,INFO,SpotifyTools.Program,SpotifyTool Version,1.0.0.1
01/03/2022 06:56:23,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Playlists found,20
01/03/2022 06:56:23,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Creating playlist,!Tonight
01/03/2022 06:56:23,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Playlists created,!Tonight [ID: 79P76WmXJ96MURGWZ6iMci]
01/03/2022 06:56:23,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Adele - Rolling In The Deep
01/03/2022 06:56:24,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Aerosmith - I Don't Want To Miss A Thing
01/03/2022 06:56:24,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Song not found,Alan Parsons Project - Eye In The Sky (Eric Woolfson)
01/03/2022 06:56:24,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Aretha Franklin - I Say A Little Prayer
01/03/2022 06:56:24,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Art Garfunkel - A Heart In New York
01/03/2022 06:56:24,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,The B-52's - Love Shack
DateTime,Level,Location,Message,Details
01/03/2022 06:57:28,INFO,SpotifyTools.Program,SpotifyTool Version,1.0.0.1
01/03/2022 06:57:28,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Playlists found,20
01/03/2022 06:57:29,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Creating playlist,!Tonight
01/03/2022 06:57:29,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Playlists created,!Tonight [ID: 4YCwXK01zVp61AX7EUW5Fm]
01/03/2022 06:57:29,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Adele - Rolling In The Deep
01/03/2022 06:57:29,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Aerosmith - I Don't Want To Miss A Thing
01/03/2022 06:57:29,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Song not found,Alan Parsons Project - Eye In The Sky (Eric Woolfson)
01/03/2022 06:57:30,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Aretha Franklin - I Say A Little Prayer
01/03/2022 06:57:30,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Art Garfunkel - A Heart In New York
01/03/2022 06:57:30,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,The B-52's - Love Shack
01/03/2022 06:57:30,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Billy Idol - White Wedding
01/03/2022 06:57:30,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Bob Dylan - Jokerman
01/03/2022 06:57:34,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Song not found,Boz Scaggs - We're All Alone
01/03/2022 06:57:34,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Bread - Aubrey
01/03/2022 06:57:35,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Chicago - Saturday In The Park
01/03/2022 06:57:37,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Song not found,Colin Hay - Overkill (Acoustic)
01/03/2022 06:57:38,DEBUG,SpotifyToolsLib.Spotify.SpotifyAdapter,Song added,Cream - White Room
01/03/2022 06:57:38,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Song not found,CSN - Just A Song Before I Go
01/03/2022 06:57:38,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Song not found,CSN&Y - Carry On
01/03/2022 06:57:39,INFO,SpotifyToolsLib.Spotify.SpotifyAdapter,Song not found,Daft Punk - Get Lucky
